ID,Default_Status,Loan_amount,Interest,Maturity,Credit_scores,Length,Readability_1,Readability_2,Readability_3,Attitude,Work_Info,Income_Info,Explanation,Guarantee,Thanks,Request,Usage_1,Usage_2,Usage_3,Usage_4,Usage_5,Usage_6,Age,Is_Married,Income_Level,Car,House,Car_Loan,House_Loan
171,,5,14,12,150,71,7 ,0.09859 ,5.73332,0.0465116,0,0,0,1,0,0,0,0,0,0,1,0,53,0,5,1,1,0,0
172,,20,14,12,112,133,15 ,0.11278 ,10.4,0.0512821,1,0,0,1,0,1,0,0,0,1,0,0,45,0,5,1,1,0,0
173,,3,14,12,151,80,10 ,0.12500 ,6.53332,0.0204082,1,0,0,0,0,0,0,0,0,0,1,0,35,0,4,1,1,0,0
174,,8,14,12,84,10,1 ,0.10000 ,2,0,0,0,0,0,0,0,0,0,0,1,0,0,58,0,5,1,1,0,0
175,,1.5,17,6,74,58,8 ,0.13793 ,4.651284,0,1,0,1,0,0,0,0,0,0,0,1,0,28,0,2,1,0,0,0
176,,0.7,19,6,98,50,6 ,0.12000 ,4.26668,0.125,0,0,1,0,1,0,1,0,0,0,0,0,37,0,1,1,1,0,0
177,,1.5,15,12,141,81,8 ,0.09877 ,9.6,0.0208333,1,0,0,0,0,0,1,0,0,0,0,0,34,0,5,1,1,0,1
178,,5,14,12,74,119,14 ,0.11765 ,10.35942,0.0289855,0,0,0,0,0,0,0,0,0,0,0,1,48,0,5,0,1,0,0
179,,0.3,10,3,121,50,7 ,0.14000 ,4.53332,0.0882353,0,0,0,0,0,0,0,0,0,0,0,1,33,0,1,0,1,0,0
180,,30,14,12,132,74,6 ,0.08108 ,5.15238,0.0238095,1,0,0,0,0,0,0,0,0,1,0,0,40,0,5,1,1,0,0
181,,1,11,3,91,50,6 ,0.12000 ,2.9,0.103448,0,0,0,0,0,0,0,0,1,0,0,0,39,0,3,1,1,1,0
182,,0.3,10,3,93,63,15 ,0.23809 ,1.8,0.133333,0,0,0,0,0,0,0,0,0,0,0,1,26,1,2,0,0,0,0
183,,2,15,12,51,70,14 ,0.20000 ,3.5,0.2,0,0,0,0,0,0,1,0,0,0,0,0,40,0,4,1,1,0,1
184,,1.2,12,6,152,51,6 ,0.11765 ,6.4,0.03125,1,0,0,0,0,0,0,0,0,0,1,0,27,1,3,1,0,0,0
185,,5,13,12,111,93,10 ,0.10753 ,11.727272,0,1,0,0,0,0,0,0,0,0,0,1,0,45,0,4,1,0,0,0
186,,25,13,12,110,51,5 ,0.09804 ,7.333332,0,0,0,0,0,0,0,0,0,0,0,1,0,44,0,5,1,1,0,0
187,,1,15,12,49,74,9 ,0.12162 ,6.13332,0.0652174,1,0,0,1,0,0,0,0,0,0,1,0,44,0,2,1,1,1,1
188,,1,12,6,59,56,2 ,0.03571 ,8.9,0,0,0,0,1,0,0,0,0,0,0,1,0,26,1,3,0,0,0,0
189,,2,11,6,111,75,7 ,0.09333 ,9.35238,0,1,0,0,0,0,0,0,0,0,1,0,0,27,0,5,1,1,1,1
190,,0.5,18,9,45,60,4 ,0.06667 ,13.333332,0,1,0,0,0,0,0,0,0,0,0,1,0,38,0,3,1,0,0,0
191,,0.5,15,12,79,58,1 ,0.01724 ,7.4,0.027027,1,0,1,0,0,0,0,0,1,0,0,0,25,0,2,0,0,0,0
192,,1,11,6,90,75,9 ,0.12000 ,20.4,0,0,0,1,0,0,0,0,0,0,0,0,1,28,1,1,1,1,1,0
193,,5,13,12,110,77,8 ,0.10390 ,9.4,0.0425532,1,0,0,1,0,0,0,0,0,0,1,0,32,0,4,1,1,0,0
194,,5,13,12,97,140,13 ,0.09286 ,17,0.0235294,1,0,0,0,0,0,0,0,0,0,1,0,51,0,5,1,1,0,0
195,,5,18,3,76,55,7 ,0.12727 ,3.2,0.0625,1,0,0,1,0,0,0,0,0,0,1,0,35,0,5,1,1,0,0
196,,0.8,15,12,56,65,0 ,0.00000 ,16,0.05,1,0,0,0,0,0,0,0,0,0,1,0,34,0,1,0,1,0,0
197,,7.5,13,12,48,24,5 ,0.20833 ,7.6,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0,5,1,1,0,0
198,,2,13,12,48,53,3 ,0.05660 ,13.6,0,0,0,0,0,0,0,0,0,0,0,1,0,34,1,4,1,0,0,0
199,,1.5,12,6,111,88,8 ,0.09091 ,6.227272,-0.0181818,1,1,0,0,0,0,0,1,0,0,0,0,51,0,1,0,1,0,1
200,,0.8,13,12,90,41,2 ,0.04878 ,10.939132,0,0,0,0,0,0,0,0,1,0,0,0,0,42,1,1,1,1,0,0
201,,1,15,12,115,86,16 ,0.18605 ,1.7,0.294118,0,0,0,0,0,0,1,0,0,0,0,0,32,0,4,1,1,0,0
202,,1,15,3,57,65,4 ,0.06154 ,3.9,0.102564,0,0,0,0,0,1,0,1,0,0,0,0,28,1,3,0,1,0,1
203,,1.5,15,12,65,72,10 ,0.13889 ,3.498136,0.0434783,1,1,0,0,0,1,0,1,0,0,0,0,57,0,1,1,1,0,0
204,,15,13,12,60,56,6 ,0.10714 ,5.51668,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,4,0,0,0,0
205,,0.8,15,3,65,100,10 ,0.10000 ,14.230768,0,0,1,0,1,0,0,0,1,0,0,0,0,36,0,1,0,1,0,0
206,,0.8,15,12,96,56,6 ,0.10714 ,15.2,0.105263,0,0,0,0,0,1,0,0,1,0,0,0,31,0,2,1,1,0,0
207,,0.8,13,6,54,50,8 ,0.16000 ,14,0,0,0,0,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,0
208,,0.3,10,3,89,63,1 ,0.01587 ,6.88148,0.0370371,0,0,0,1,0,0,1,0,0,0,0,0,27,1,2,1,0,0,0
209,,0.8,12,6,56,46,6 ,0.13043 ,11.2,0.0714286,1,0,0,0,0,0,1,0,0,0,0,0,30,1,2,0,0,0,0
210,,0.5,13,3,97,55,5 ,0.09091 ,13.6,0,0,0,0,0,0,1,0,1,0,0,0,0,29,1,2,0,0,0,0
211,,3,13,12,90,128,0 ,0.00000 ,25.6,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,4,1,0,0,0
212,,1,16,12,48,68,0 ,0.00000 ,13.6,0.0588235,1,0,0,0,1,1,0,0,0,1,0,0,26,1,1,0,0,0,0
213,,1,15,24,0,102,16 ,0.15686 ,5.414624,0.0684932,0,0,0,0,0,0,0,0,0,0,0,1,54,0,1,0,1,0,0
214,,0.5,15,12,48,77,6 ,0.07792 ,9.2,0,0,0,0,1,0,0,0,1,0,0,0,0,33,0,1,0,0,0,0
215,,2.5,10,3,112,65,8 ,0.12308 ,5.86668,0,0,1,0,1,0,0,1,0,0,0,0,0,54,0,2,1,1,0,0
216,,0.8,10,3,121,67,7 ,0.10448 ,6.663552,0,0,1,0,0,1,0,1,0,0,0,0,0,35,0,3,1,1,0,0
217,,1,12,9,91,61,6 ,0.09836 ,7,0.0857143,1,0,0,1,1,0,0,0,0,1,0,0,29,1,3,0,0,0,0
218,,0.3,10,3,138,80,9 ,0.11250 ,11.2,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,2,0,1,0,1
219,,0.5,10,3,125,56,6 ,0.10714 ,7.2,0.0555556,1,0,0,0,1,0,0,0,0,0,1,0,31,0,1,1,1,0,0
220,,0.3,10,3,121,104,7 ,0.06731 ,6.888888,0.0444444,0,0,0,0,0,0,0,0,0,0,0,1,42,0,2,0,1,0,1
221,,4,15,12,50,57,4 ,0.07018 ,3.1,0,1,0,0,0,0,0,0,0,0,0,1,0,32,0,3,1,1,0,0
222,,3,11,6,91,90,0 ,0.00000 ,18,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,5,1,1,0,0
223,,3,13,12,32,136,20 ,0.14706 ,10.659636,0.0131579,1,0,0,0,0,0,0,0,0,0,1,0,46,0,5,1,1,0,0
224,,2,18,3,74,51,4 ,0.07843 ,5.4,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0,2,1,1,1,0
225,,3,17,24,41,59,7 ,0.11864 ,4.642856,0.0285715,0,0,0,1,0,1,0,0,0,0,1,0,26,1,4,1,0,0,0
226,,9.5,12,6,153,102,11 ,0.10784 ,13.8,0.0434782,0,0,1,0,0,0,1,0,0,0,0,0,36,0,3,1,1,0,1
227,,2,15,24,0,100,12 ,0.12000 ,5.815384,0.107692,1,1,0,0,1,0,0,1,0,0,0,0,27,1,3,0,1,0,0
228,,2.5,15,24,35,70,6 ,0.08571 ,3,0.0666667,1,0,0,0,0,0,0,1,0,0,0,0,25,1,3,0,1,0,0
229,,2.5,15,12,91,50,6 ,0.12000 ,5.333332,-0.0666667,0,0,0,0,0,0,0,1,0,0,0,0,30,1,2,0,0,0,0
230,,0.6,15,12,116,52,8 ,0.15385 ,6,0.133333,1,0,0,0,1,0,0,0,0,0,0,1,42,0,2,1,0,0,0
231,,0.3,23,9,40,99,11 ,0.11111 ,4.6,0.057971,0,0,1,0,0,0,0,0,0,0,0,1,28,1,1,0,0,0,0
232,,3,12,9,118,62,9 ,0.14516 ,3.7,0.108108,0,0,0,1,1,0,0,0,0,0,0,1,32,0,2,0,0,0,0
233,,2,15,12,50,158,19 ,0.12025 ,8.85818,0.0113636,1,0,0,0,0,0,0,0,0,0,1,0,53,0,4,1,1,0,0
234,,1,12,3,58,63,6 ,0.09524 ,7.4,0.0540541,0,0,0,0,1,0,1,0,0,0,0,0,39,1,2,0,1,0,0
235,,5,13,12,96,51,6 ,0.11765 ,7.490324,0,1,0,0,0,0,0,0,0,0,0,1,0,38,0,2,0,0,0,0
236,,4,15,12,121,66,5 ,0.07576 ,5.73332,0.0465116,1,0,0,0,0,0,0,0,0,0,1,0,32,0,4,1,1,1,1
237,,2,15,24,93,56,7 ,0.12500 ,7.4,0.108108,0,0,0,1,0,1,1,0,0,0,0,0,25,1,1,0,0,0,0
238,,3,12,9,97,39,5 ,0.12821 ,6.339132,0.0434783,0,1,0,0,0,0,0,0,0,1,0,0,31,0,1,0,1,0,1
239,,3,13,12,31,80,7 ,0.08750 ,9.4,0.0212766,1,0,0,0,0,0,0,0,0,0,1,0,46,0,3,0,1,0,0
240,,2,15,12,98,25,2 ,0.08000 ,3,0,0,0,0,0,0,0,0,1,0,0,0,0,33,0,1,0,1,0,0
241,,3,12,6,111,26,5 ,0.19231 ,2.133332,0.25,0,0,0,1,1,0,0,0,0,0,1,0,26,1,5,0,0,0,0
242,,0.3,10,3,98,29,4 ,0.13793 ,3.6,0.0555556,0,0,0,1,0,0,0,0,0,0,0,1,36,0,2,1,1,0,1
243,,3,15,24,84,372,55 ,0.14785 ,5.990552,0.0239234,1,1,0,0,0,0,0,0,1,0,0,0,38,0,3,0,1,0,1
244,,2.5,15,24,91,47,5 ,0.10638 ,3.866668,0.0344828,0,0,0,0,0,0,0,1,0,0,0,0,43,0,2,0,1,0,0
245,,1,20,12,61,25,2 ,0.08000 ,5.6,0,0,0,0,0,0,0,0,1,0,0,0,0,34,0,1,0,0,0,0
246,,0.8,12,6,66,22,3 ,0.13636 ,2.6,0.0769231,0,0,0,1,0,0,1,0,0,0,0,0,26,0,2,1,1,1,0
247,,2,15,24,90,59,8 ,0.13559 ,8.652632,0.0263158,1,0,0,0,0,1,0,1,0,0,0,0,50,0,2,0,1,0,0
248,,2,15,12,49,113,9 ,0.07965 ,6.380964,0.0142857,1,1,0,1,1,0,0,1,0,0,0,0,49,0,2,0,1,0,1
249,,3,16,18,36,51,6 ,0.11765 ,3.733332,0.0666667,1,0,0,0,0,1,0,0,0,0,1,0,47,0,4,0,1,0,1
250,,2,11,6,96,56,3 ,0.05357 ,14.4,0,1,0,0,0,0,0,0,0,0,1,0,0,31,0,4,0,1,0,1
251,,0.8,15,12,85,21,4 ,0.19048 ,2.6,0,0,0,0,0,0,0,0,1,0,0,0,0,28,1,1,0,0,0,0
252,,3,13,12,48,123,20 ,0.16260 ,6.46054,0,1,0,0,1,0,0,0,0,0,0,1,0,44,0,5,1,1,0,0
253,,2,15,12,29,71,7 ,0.09859 ,9.851284,0.0512821,1,0,0,0,0,0,0,1,0,0,0,0,26,1,1,0,0,0,0
254,,2,11,6,150,32,3 ,0.09375 ,2.4,0,1,0,0,0,0,0,0,0,1,0,0,0,28,1,2,0,0,0,0
255,,0.8,13,9,89,53,5 ,0.09434 ,12.8,0.0625,0,0,1,0,1,0,1,0,0,0,0,0,39,0,4,0,0,0,0
256,,0.5,15,3,99,36,4 ,0.11111 ,5.2,0.0384615,0,0,1,0,0,1,1,0,0,0,0,0,31,0,1,0,1,0,0
257,,0.3,15,12,89,23,4 ,0.17391 ,2.8,0.214286,0,0,0,0,1,1,1,0,0,0,0,0,34,1,1,0,0,0,0
258,,3,13,12,38,25,2 ,0.08000 ,6,0,1,0,0,0,0,0,0,0,0,0,1,0,40,0,5,1,1,0,0
259,,2,11,6,94,80,6 ,0.07500 ,9,0.0444444,0,1,0,0,0,0,0,0,1,0,0,0,34,0,2,0,0,0,0
260,,4,13,12,87,55,5 ,0.09091 ,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,39,0,5,1,1,0,0
261,,2,15,18,37,26,3 ,0.11538 ,3.2,0.0625,0,0,0,0,0,0,0,0,0,0,1,0,37,0,2,0,1,0,0
262,,0.5,13,3,92,18,0 ,0.00000 ,3.2,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,2,1,0,0,0
263,,3,11,6,97,30,2 ,0.06667 ,8.9,0.0625,1,0,0,0,0,0,1,0,0,0,0,0,39,0,3,0,1,0,1
264,,3,13,12,69,28,2 ,0.07143 ,6.8,0.0588235,0,0,0,0,0,0,0,0,0,0,1,0,48,0,3,0,0,0,0
265,,2,15,24,0,33,3 ,0.09091 ,3.8,0.0526316,1,0,0,1,0,0,0,1,0,0,0,0,47,0,1,0,1,0,1
266,,4,13,12,112,34,5 ,0.14706 ,2.933332,0.0454545,0,0,0,0,0,0,0,0,0,0,1,0,45,0,3,1,1,0,0
267,,0.5,15,6,99,29,3 ,0.10345 ,2.266668,0.176471,1,0,0,0,1,1,0,0,1,0,0,0,39,0,1,0,0,0,0
268,,3,11,6,89,119,13 ,0.10924 ,9.024244,0,1,0,0,0,0,0,0,0,0,0,1,0,49,0,5,0,0,0,0
269,,0.5,10,3,78,24,2 ,0.08333 ,3,0,0,0,0,0,0,0,1,0,0,0,0,0,40,1,1,0,0,0,0
270,,6,15,12,150,45,5 ,0.11111 ,3.866668,0.103448,1,0,1,0,1,0,0,0,0,0,1,0,28,1,0,0,0,0,0
271,,1,15,12,53,40,4 ,0.10000 ,10,0.04,0,0,0,0,1,0,0,0,0,0,1,0,28,0,2,0,0,0,0
272,,1,16,24,119,42,5 ,0.11905 ,3.733332,0,1,0,0,1,0,0,0,1,0,0,0,0,34,1,1,0,0,0,0
273,,2,13,12,28,27,3 ,0.11111 ,3.4,0,1,0,0,0,0,0,0,0,0,0,1,0,42,0,1,0,1,0,0
274,,0.5,11,6,98,20,2 ,0.10000 ,3.2,0,0,0,0,0,0,0,1,0,0,0,0,0,25,1,2,0,0,0,0
275,,1,15,24,121,28,0 ,0.00000 ,5.2,0.0769231,1,0,0,1,0,0,0,0,0,0,0,1,28,1,0,0,0,0,0
276,,0.8,15,24,29,30,3 ,0.10000 ,3.8,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,1,0,1,0,1
277,,1,16,12,90,29,3 ,0.10345 ,3.4,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,2,1,0,0,0
278,,0.5,12,9,119,24,3 ,0.12500 ,1.7,0.117647,0,0,0,0,0,0,1,0,0,0,0,0,29,1,2,1,0,0,0
279,,2,15,12,65,127,17 ,0.13386 ,5.2,0.0512821,0,0,0,0,1,1,1,0,0,0,0,0,35,1,2,0,1,0,1
280,,4,11,6,94,29,2 ,0.06897 ,6.4,0.0625,0,0,1,0,0,1,0,0,0,0,1,0,35,0,4,1,1,0,1
281,,3,11,6,56,24,4 ,0.16667 ,3,0,0,0,0,0,0,0,0,0,0,0,1,0,39,0,3,1,1,1,1
282,,2,15,24,0,23,3 ,0.13043 ,5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,3,0,1,0,1
283,,3,13,12,33,50,5 ,0.10000 ,4.13332,0.0322581,1,0,0,0,0,0,0,0,0,0,1,0,56,0,4,1,1,0,1
284,,0.8,15,12,55,39,4 ,0.10256 ,6.21818,0,0,0,0,0,1,1,0,1,0,0,0,0,50,0,3,0,1,0,0
285,,2.5,15,9,55,26,1 ,0.03846 ,8.666668,0,0,0,0,0,0,0,0,1,0,0,0,0,44,0,2,0,1,0,0
286,,1,15,24,116,30,3 ,0.10000 ,8,0.05,0,0,0,0,0,1,1,0,0,0,0,0,31,0,2,0,0,0,0
287,,1,10,3,95,54,7 ,0.12963 ,14,0.0857143,1,0,0,0,0,0,0,0,0,0,1,0,38,0,4,0,0,0,0
288,,0.3,10,3,94,20,2 ,0.10000 ,4.4,0.181818,1,0,0,0,0,0,0,0,1,0,0,0,30,0,2,0,0,0,0
289,,1.5,11,6,60,65,4 ,0.06154 ,5.33332,0.025,0,0,0,0,0,0,0,1,0,0,0,0,38,0,1,0,0,0,0
290,,2,12,9,96,25,1 ,0.04000 ,6,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,1,0,1,0,1
291,,0.8,15,12,46,22,2 ,0.09091 ,1.733332,0.153846,0,0,0,0,0,1,0,1,0,0,0,0,28,1,2,0,0,0,0
292,,0.8,11,6,86,24,1 ,0.04167 ,5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1,3,0,0,0,0
293,,0.3,10,3,95,37,4 ,0.10811 ,10.61818,0.0454545,1,0,1,0,0,0,0,0,0,0,0,1,33,0,3,0,0,0,0
294,,1,15,12,128,47,6 ,0.12766 ,5.8,0,1,0,0,0,0,0,0,0,0,0,1,0,33,0,4,0,0,0,0
295,,1,20,24,0,22,2 ,0.09091 ,5.2,-0.0769231,1,0,0,0,0,0,0,0,0,0,1,0,41,0,1,0,0,0,0
296,,0.8,15,24,91,26,4 ,0.15385 ,6.4,-0.0625,0,0,0,0,0,0,0,1,0,0,0,0,33,0,2,0,0,0,0
297,,2.5,15,24,0,49,5 ,0.10204 ,4.333332,0.0333333,1,0,0,0,0,1,0,1,0,0,0,0,29,0,2,1,0,0,0
298,,2,15,12,121,20,1 ,0.05000 ,8.04444,0.111111,1,0,0,1,0,0,0,0,0,0,1,0,38,0,1,0,0,0,0
299,,1,15,12,52,46,0 ,0.00000 ,10.939132,0.0869567,1,0,0,1,1,1,0,1,0,0,0,0,25,1,2,0,0,0,0
300,,3,18,12,141,22,3 ,0.13636 ,8.133332,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,4,0,1,0,1
301,,0.8,15,12,119,39,4 ,0.10256 ,2.933332,0.136364,0,0,0,0,1,0,0,0,0,0,1,0,32,0,1,0,0,0,0
302,,1,15,12,99,24,3 ,0.12500 ,1.6,0,1,0,0,0,0,0,0,0,0,0,1,0,30,0,2,0,0,0,0
303,,1.5,10,3,90,29,3 ,0.10345 ,3.4,0,1,0,0,0,0,0,0,0,0,0,1,0,33,1,3,0,0,0,0
304,,1,10,3,69,25,1 ,0.04000 ,2.4,0,0,0,0,1,0,0,0,0,1,0,0,0,27,1,1,0,0,0,0
305,,1,11,6,75,71,4 ,0.05634 ,9.888888,0.0222222,0,0,0,1,0,0,1,0,0,0,0,0,36,0,1,0,1,0,0
306,,1,15,12,81,126,11 ,0.08730 ,11.047604,0.0142857,1,1,0,0,0,1,0,0,0,0,1,0,29,0,2,0,1,0,1
307,,0.8,15,12,47,33,0 ,0.00000 ,8,0.05,0,0,0,1,0,1,0,1,0,0,0,0,26,0,1,0,0,0,0
308,,0.5,15,6,44,21,2 ,0.09524 ,3,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,1,0,0,0,0
309,,1,12,6,89,24,3 ,0.12500 ,3,0.133333,0,0,0,0,1,1,0,1,0,0,0,0,30,0,1,0,0,0,0
310,,0.5,10,3,84,26,4 ,0.15385 ,3.4,0.294118,0,0,0,1,1,1,0,0,0,0,0,1,25,1,1,0,0,0,0
311,,0.8,10,3,58,22,1 ,0.04545 ,5.2,0,1,0,0,0,0,0,0,0,0,1,0,0,28,1,4,0,0,0,0
312,,2,15,24,0,20,3 ,0.15000 ,4.8,0.166667,0,0,0,1,1,0,0,1,0,0,0,0,30,1,1,0,1,0,0
313,,2,15,24,116,21,2 ,0.09524 ,4.8,0,1,0,0,0,0,0,0,0,0,0,1,0,36,1,1,0,1,0,0
314,,5,15,12,93,76,10 ,0.13158 ,6.775772,0,1,0,1,0,0,0,0,0,0,0,1,0,34,0,4,1,1,0,1
315,,1.1,15,12,54,74,5 ,0.06757 ,8.6,0.0232558,0,1,0,1,0,0,0,1,0,0,0,0,31,1,2,0,0,0,0
316,,5,15,12,64,22,3 ,0.13636 ,4.8,0.166667,0,0,1,1,0,0,1,0,0,0,0,0,34,0,5,1,1,1,1
317,,0.4,15,12,0,24,3 ,0.12500 ,3.6,0.111111,0,0,0,1,0,1,0,0,0,0,1,0,36,0,1,0,1,0,0
318,,0.8,15,18,98,20,0 ,0.00000 ,5.6,0,0,0,0,0,0,0,0,1,0,0,0,0,31,1,1,0,0,0,0
319,,0.8,11,6,81,33,3 ,0.09091 ,3.8,0,0,0,0,1,0,0,0,0,0,0,1,0,32,0,2,0,0,0,0
320,,0.5,10,3,83,20,2 ,0.10000 ,5.6,0.142857,0,0,0,0,1,0,0,0,0,0,1,0,30,0,2,0,1,0,1
321,,1.3,15,24,0,20,0 ,0.00000 ,11.6,0,0,0,0,0,0,0,0,1,0,0,0,0,41,0,2,0,1,0,0
322,,0.6,11,6,91,58,7 ,0.12069 ,6.952396,0,1,1,0,0,1,0,0,0,0,0,0,1,27,1,1,0,1,0,1
323,,5,15,18,53,30,5 ,0.16667 ,2.533332,0.0526316,0,0,1,1,0,1,1,0,0,0,0,0,52,0,4,1,1,0,1
324,,0.7,15,6,44,30,3 ,0.10000 ,7.6,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,2,0,1,0,0
325,,1.5,15,18,42,63,7 ,0.11111 ,18,0,1,1,1,0,0,0,1,0,0,0,0,0,27,0,1,0,0,0,0
326,,15,15,12,0,33,4 ,0.12121 ,3.8,0,0,0,0,0,0,1,0,0,0,1,0,0,45,0,5,1,1,0,0
327,,0.8,11,3,93,53,4 ,0.07547 ,13.2,0.030303,1,1,1,0,0,0,0,0,0,1,0,0,27,1,3,0,0,0,0
328,,3,15,12,32,23,0 ,0.00000 ,5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,46,0,1,0,0,0,0
329,,0.5,15,12,79,20,1 ,0.05000 ,8.04444,0.111111,0,0,0,1,0,0,0,1,0,0,0,0,28,1,1,0,1,0,0
330,,1,10,3,48,22,2 ,0.09091 ,5.6,0,0,0,0,0,0,0,0,1,0,0,0,0,26,0,2,0,0,0,0
331,,10,15,12,89,21,3 ,0.14286 ,1.866668,0.0714286,0,0,0,0,0,0,0,0,0,1,0,0,46,0,5,1,1,0,0
332,,0.6,15,12,32,52,6 ,0.11538 ,8.666668,0,1,0,0,0,0,0,1,0,0,0,0,0,25,1,1,0,0,0,0
333,,2,10,3,68,20,3 ,0.15000 ,5.2,-0.0769231,0,0,0,0,0,1,1,0,0,0,0,0,35,0,2,0,0,0,0
334,,1.8,15,12,83,32,2 ,0.06250 ,10,0,0,0,0,0,0,0,0,1,0,0,0,0,30,1,2,0,0,0,0
335,,0.3,10,3,81,48,5 ,0.10417 ,11.6,0,1,0,1,0,0,0,0,0,0,0,0,1,29,0,1,0,0,0,0
336,,2,12,9,91,26,3 ,0.11538 ,3,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,2,0,1,0,0
337,,0.5,15,12,82,23,0 ,0.00000 ,4.4,0.0909091,0,0,0,1,0,0,0,1,0,0,0,0,27,0,2,0,0,0,0
338,,10,15,12,105,36,6 ,0.16667 ,3.333332,0.08,1,0,0,0,1,1,0,0,0,0,1,0,57,0,2,0,1,0,0
339,,0.6,11,6,46,21,3 ,0.14286 ,2.8,0,0,0,0,0,0,0,0,1,0,0,0,0,42,0,2,0,1,0,0
340,,0.5,11,6,45,39,4 ,0.10256 ,4.8,0,1,0,0,0,0,0,0,0,0,0,1,0,24,1,1,0,0,0,0
341,,0.8,15,12,0,78,8 ,0.10256 ,5.884312,0.0588235,0,0,0,1,1,1,1,0,0,0,0,0,26,1,1,0,0,0,0
342,,50,13,12,155,343,40 ,0.11662 ,12.778476,0.00502513,1,0,0,0,0,0,0,0,0,0,1,0,44,0,5,1,1,0,0
343,,2,13,12,83,23,1 ,0.04348 ,8.133332,0,0,0,0,0,0,1,1,0,0,0,0,0,23,1,1,0,0,0,0
344,,1.4,13,18,46,29,3 ,0.10345 ,3.4,0,1,0,0,0,0,0,0,0,0,0,1,0,31,1,2,1,0,0,0
345,,0.5,10,3,87,7,1 ,0.14286 ,0.8,0.25,0,0,0,1,0,0,0,0,0,0,0,1,33,1,1,0,0,0,0
346,,1.1,13,24,29,39,1 ,0.02564 ,6,0.05,0,1,0,0,0,0,0,0,0,1,0,0,37,0,4,1,1,0,1
347,,1.3,13,24,0,27,3 ,0.11111 ,2.8,0.0714286,0,0,0,0,0,1,1,0,0,0,0,0,25,1,1,0,0,0,0
348,,1.1,11,6,83,40,4 ,0.10000 ,4.6,0,1,0,0,0,0,0,0,1,0,0,0,0,24,1,2,0,0,0,0
